Symbol,전체 기간,Digit Type,Mean,Std Dev
KRW-NEAR,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0131095725157813,0.0066848140433538
KRW-NEAR,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0182548026308935,0.0093257095762441
KRW-MINA,2023-10-26-00:00 ~ 2023-12-31-00:00,First,0.0073400348911779,0.0024239908145365
KRW-MINA,2023-10-26-00:00 ~ 2023-12-31-00:00,Second,0.0076933499162474,0.0031511068733443
KRW-DOGE,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.00739523567016,0.0027818733590732
KRW-DOGE,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0087832164163805,0.0034155005804815
KRW-STX,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.007811576197514,0.0028552807018054
KRW-STX,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0097095438548501,0.004782052491315
KRW-XLM,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0151644294062831,0.0057321625086345
KRW-XLM,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0213400428800907,0.0077457327234481
KRW-IMX,2023-07-30-00:00 ~ 2023-12-31-00:00,First,0.0124788232670032,0.0061914967604579
KRW-IMX,2023-07-30-00:00 ~ 2023-12-31-00:00,Second,0.0164157286960008,0.0096761767943824
KRW-GRT,2023-06-03-00:00 ~ 2023-12-31-00:00,First,0.0192360775790952,0.0084615869526408
KRW-GRT,2023-06-03-00:00 ~ 2023-12-31-00:00,Second,0.0281495905328521,0.0111924865560588
KRW-HBAR,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0130313752873101,0.005274811402055
KRW-HBAR,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0186268304493792,0.0077083878131206
KRW-ATOM,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0118953118209046,0.0068163277572898
KRW-ATOM,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0161061833730999,0.007046704352411
KRW-ALGO,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0133652527809445,0.0045770199188076
KRW-ALGO,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0210300518380284,0.0087045741020397
KRW-SHIB,2023-01-20-00:00 ~ 2023-12-31-00:00,First,0.0156704612402839,0.00685029405409
KRW-SHIB,2023-01-20-00:00 ~ 2023-12-31-00:00,Second,0.0239325344737379,0.0117040742529258
KRW-SUI,2023-05-06-00:00 ~ 2023-12-31-00:00,First,0.0073413619852048,0.0023596096476676
KRW-SUI,2023-05-06-00:00 ~ 2023-12-31-00:00,Second,0.0086431298643091,0.0035959542268244
KRW-ETC,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0078611864077178,0.0028546775069343
KRW-ETC,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.008691875008735,0.0041827424435133
KRW-VET,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0130718214395566,0.0048298945741857
KRW-VET,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0210682143865197,0.0080428695233147
KRW-APT,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0091056473477125,0.003445134483189
KRW-APT,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0109926982122918,0.0057968473629281
KRW-EOS,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0112920237168783,0.0040444497140513
KRW-EOS,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0167437475605371,0.0066138873949471
KRW-GMT,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0109788041866924,0.0051357148190185
KRW-GMT,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0164512617565714,0.0091938733770533
KRW-SAND,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0086597966669727,0.0030052576173028
KRW-SAND,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0112284502690037,0.0063560953740622
KRW-BLUR,2023-06-29-00:00 ~ 2023-12-31-00:00,First,0.0117842194557315,0.0058231968734
KRW-BLUR,2023-06-29-00:00 ~ 2023-12-31-00:00,Second,0.0163594637943597,0.0099389902999778
KRW-FLOW,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0097546717929211,0.0039587278965524
KRW-FLOW,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0135142058283994,0.0073204280764877
KRW-AXS,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0090970822593226,0.0033350895529696
KRW-AXS,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0115820288799597,0.0057685426906166
KRW-MANA,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0115232093749107,0.0053302462073121
KRW-MANA,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.018155300887351,0.0102391074098087
KRW-BAT,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0163696012669297,0.0065534045160528
KRW-BAT,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0259725792227513,0.0098367347028989
KRW-STORJ,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0110051368480945,0.0050768485816228
KRW-STORJ,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0162510260883817,0.0096643916716541
KRW-TRX,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0072325512277509,0.002144782225012
KRW-TRX,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0089053025440016,0.0028576879691119
KRW-XTZ,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0186798962800655,0.0075475609636285
KRW-XTZ,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0266298493856696,0.0087878553465281
KRW-NEO,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0100092224822069,0.0042617934833083
KRW-NEO,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0130120972006201,0.0061077072602124
KRW-ZRX,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0143478251070786,0.0060633329883227
KRW-ZRX,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0215191577880024,0.0096750637472257
KRW-GAS,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0114322157762302,0.0050006579409526
KRW-GAS,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0161789312250629,0.0091587721947906
KRW-ANKR,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0126382343569321,0.0051972831126453
KRW-ANKR,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0193034385470308,0.0087826754182262
KRW-ASTR,2023-12-20-00:00 ~ 2023-12-31-00:00,First,0.0066273745725507,0.0023912505838549
KRW-ASTR,2023-12-20-00:00 ~ 2023-12-31-00:00,Second,0.0062375782409696,0.001937274487971
KRW-KAVA,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0114986803047273,0.0047097448813034
KRW-KAVA,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0178570300650272,0.0092292299202561
KRW-CHZ,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0141538836322119,0.0053685175351698
KRW-CHZ,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0220217177765994,0.0094603425652418
KRW-CELO,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0134865403397766,0.0058847321852641
KRW-CELO,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.01801368831443,0.0071693452036547
KRW-1INCH,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0129401253203496,0.0047713239999948
KRW-1INCH,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0204537711323852,0.0079571799936175
KRW-QTUM,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0129340370677683,0.0060106403995539
KRW-QTUM,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0189753994081641,0.0081079520959092
KRW-STRAX,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0118064241540592,0.0054284089617691
KRW-STRAX,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.016926272665174,0.0085771585866674
KRW-MASK,2023-03-09-00:00 ~ 2023-12-31-00:00,First,0.0092531344086643,0.0035165824246807
KRW-MASK,2023-03-09-00:00 ~ 2023-12-31-00:00,Second,0.0118942994057081,0.0060741730801101
KRW-KNC,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0123082771832881,0.004835792748815
KRW-KNC,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0180862848961004,0.0078150827256741
KRW-HIVE,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0162939306141147,0.0063709149642494
KRW-HIVE,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0217723114586681,0.0081576738437473
KRW-ONT,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0157656441366066,0.0061472473547355
KRW-ONT,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0245683159210731,0.0088451344928543
KRW-LSK,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.018215951709282,0.0075489171258487
KRW-LSK,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0257737980149988,0.0095575244665789
KRW-SNT,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0171251701692529,0.0074679313714512
KRW-SNT,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0255249755097325,0.010907386645903
KRW-CVC,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0198891957021101,0.0074729260755216
KRW-CVC,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0279621673430127,0.0092502593930675
KRW-SC,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0135014800145462,0.0069565790113475
KRW-SC,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0194557985446017,0.0081220315182527
KRW-POWR,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0153335609102388,0.0070195018305969
KRW-POWR,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0226536204819687,0.0108739265769312
KRW-ZIL,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0125024526348996,0.0053684624335744
KRW-ZIL,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0190275591419488,0.0081540601113367
KRW-T,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0113875273136381,0.0049393387498262
KRW-T,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0170460720013397,0.0087127817969164
KRW-GLM,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0171498739855774,0.0071436970466991
KRW-GLM,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0256439089789785,0.0093031286651841
KRW-ELF,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0166018096257068,0.0093807174556042
KRW-ELF,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0220554312377312,0.0091710144708223
KRW-SXP,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0110691636963843,0.0046745812143017
KRW-SXP,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0154878396714087,0.0077950599688843
KRW-THETA,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0186233541088171,0.0068505722469944
KRW-THETA,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0277275667635183,0.0090201172271139
KRW-JST,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0169834791042494,0.0065390789630016
KRW-JST,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0257693515330804,0.0089709393683172
KRW-TFUEL,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0141397120237373,0.007470271247139
KRW-TFUEL,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0206977307824784,0.0098259903695745
KRW-PUNDIX,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0154542007424694,0.0065906236433637
KRW-PUNDIX,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0216056608277858,0.0091108808367974
KRW-POLYX,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0145974676811017,0.0067479417108319
KRW-POLYX,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.021156567648531,0.0092946013998233
KRW-ARK,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0124194592324153,0.0062967670645883
KRW-ARK,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0166865224688608,0.0091179517116697
KRW-STEEM,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.0158942073818019,0.0066178026242393
KRW-STEEM,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.0238771948963069,0.0098774499740974
KRW-IOST,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.020718022027480923,0.007712150091196343
KRW-IOST,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.028464955874725303,0.00880525260415444
KRW-IQ,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.01232417556630864,0.005598801395154832
KRW-IQ,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.018511737547262905,0.008264375451335342
KRW-STPT,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.012729040794467246,0.006421669198566143
KRW-STPT,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.01728187175041157,0.00833248162863287
KRW-XEC,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.011645499798029951,0.004783325812258386
KRW-XEC,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.017841755568339338,0.00859853934969834
KRW-IOTA,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.017853849456289126,0.006064012147712465
KRW-IOTA,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.02739585035616849,0.010025644452927066
KRW-ONG,2023-01-02-00:00 ~ 2023-12-31-00:00,First,0.015985910403479298,0.005939245396260854
KRW-ONG,2023-01-02-00:00 ~ 2023-12-31-00:00,Second,0.02345907128007919,0.009073831485022409
