symbol,start_date,end_date,actual_frequencies,digit_type,target,entropy
XRPUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.26578764746703676, 0.16169326856349758, 0.13601665510062458, 0.09993060374739764, 0.09854267869535045, 0.08327550312283137, 0.06315058986814712, 0.046495489243580844, 0.04510756419153366]",first,TA,2.9438680257651244
XRPUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12352532963219987, 0.10340041637751561, 0.12005551700208189, 0.11242192921582235, 0.09923664122137404, 0.10131852879944483, 0.08882720333102012, 0.09021512838306732, 0.08674531575294935, 0.07425399028452463]",second,TA,3.306090671745519
XRPUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.32685634975711314, 0.17487855655794587, 0.10617626648161, 0.08258154059680778, 0.07078417765440666, 0.062456627342123525, 0.06800832755031229, 0.0527411519777932, 0.055517002081887576]",first,TA,2.8473901011310443
XRPUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.12907702984038863, 0.1054823039555864, 0.10756419153365718, 0.09576682859125607, 0.09715475364330327, 0.09993060374739764, 0.09299097848716169, 0.09576682859125607, 0.08396946564885496, 0.0922970159611381]",second,TA,3.31264619301929
XRPUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.3469812630117974, 0.14087439278278974, 0.09090909090909091, 0.09715475364330327, 0.0791117279666898, 0.08258154059680778, 0.06731436502428868, 0.046495489243580844, 0.048577376821651634]",first,TA,2.8359944694594588
XRPUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.1443442054129077, 0.1054823039555864, 0.12005551700208189, 0.10340041637751561, 0.09021512838306732, 0.09715475364330327, 0.0784177654406662, 0.08952116585704371, 0.09299097848716169, 0.0784177654406662]",second,TA,3.297229785067491
XRPUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.39625260235947257, 0.16446911866759195, 0.09993060374739764, 0.07217210270645386, 0.048577376821651634, 0.05690492713393477, 0.0527411519777932, 0.05343511450381679, 0.055517002081887576]",first,TA,2.6918132886088375
XRPUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.12213740458015267, 0.12560721721027066, 0.10825815405968078, 0.10964607911172797, 0.09021512838306732, 0.0936849410131853, 0.10062456627342123, 0.09299097848716169, 0.08049965301873699, 0.07633587786259542]",second,TA,3.304410324832418
XRPUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.37612768910478833, 0.14920194309507287, 0.07564191533657183, 0.07147814018043026, 0.07217210270645386, 0.07078417765440666, 0.0652324774462179, 0.0659264399722415, 0.05343511450381679]",first,TA,2.7794117313291538
XRPUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.11450381679389313, 0.12560721721027066, 0.12213740458015267, 0.1054823039555864, 0.1040943789035392, 0.08466342817487855, 0.09299097848716169, 0.07633587786259542, 0.09784871616932686, 0.07633587786259542]",second,TA,3.30148417896846
XRPUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.2630117973629424, 0.15267175572519084, 0.10478834142956281, 0.12074947952810548, 0.08674531575294935, 0.08743927827897294, 0.07147814018043026, 0.06800832755031229, 0.04510756419153366]",first,TA,2.9808697248438696
XRPUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.11866759195003469, 0.12560721721027066, 0.11589174184594032, 0.09299097848716169, 0.08882720333102012, 0.0936849410131853, 0.0936849410131853, 0.1040943789035392, 0.08327550312283137, 0.08327550312283137]",second,TA,3.307166756402223
XRPUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.2588480222068008, 0.17418459403192227, 0.1339347675225538, 0.131852879944483, 0.08258154059680778, 0.07356002775850104, 0.05759888965995836, 0.04580152671755725, 0.041637751561415685]",first,TA,2.9237084180888524
XRPUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.12421929215822346, 0.12074947952810548, 0.10617626648161, 0.10201249132546843, 0.10340041637751561, 0.09576682859125607, 0.08952116585704371, 0.0791117279666898, 0.08605135322692574, 0.09299097848716169]",second,TA,3.308528511091579
XRPUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.34836918806384454, 0.16446911866759195, 0.10478834142956281, 0.08258154059680778, 0.08119361554476058, 0.06453851492019431, 0.056210964607911175, 0.0520471894517696, 0.04580152671755725]",first,TA,2.8048441072901427
XRPUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.11519777931991672, 0.11103400416377515, 0.10062456627342123, 0.11172796668979876, 0.10895211658570438, 0.0922970159611381, 0.09993060374739764, 0.08952116585704371, 0.08119361554476058, 0.08952116585704371]",second,TA,3.3131627381414503
XRPUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.3164469118667592, 0.11034004163775156, 0.0916030534351145, 0.08188757807078417, 0.09854267869535045, 0.0916030534351145, 0.07633587786259542, 0.07494795281054822, 0.05829285218598196]",first,TA,2.9355233662614157
XRPUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.12768910478834142, 0.1297709923664122, 0.11727966689798751, 0.1054823039555864, 0.09993060374739764, 0.07356002775850104, 0.09021512838306732, 0.08813324080499653, 0.08882720333102012, 0.0791117279666898]",second,TA,3.2970966246101887
XRPUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.3386537126995142, 0.1436502428868841, 0.10131852879944483, 0.07217210270645386, 0.07633587786259542, 0.06939625260235947, 0.0784177654406662, 0.05690492713393477, 0.06315058986814712]",first,TA,2.864918656211479
XRPUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.12352532963219987, 0.12005551700208189, 0.12144344205412907, 0.10756419153365718, 0.09507286606523248, 0.08882720333102012, 0.10270645385149202, 0.07217210270645386, 0.08535739070090215, 0.08327550312283137]",second,TA,3.3008602820231614
XRPUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.3462873004857738, 0.18875780707841777, 0.11450381679389313, 0.08327550312283137, 0.06939625260235947, 0.05829285218598196, 0.04441360166551006, 0.04580152671755725, 0.049271339347675226]",first,TA,2.763883505559657
XRPUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.1311589174184594, 0.11450381679389313, 0.10964607911172797, 0.10062456627342123, 0.10201249132546843, 0.10201249132546843, 0.09715475364330327, 0.08396946564885496, 0.0798056904927134, 0.0791117279666898]",second,TA,3.3048201158511628
XRPUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.36294240111034004, 0.1457321304649549, 0.08674531575294935, 0.06315058986814712, 0.07009021512838307, 0.06315058986814712, 0.06870229007633588, 0.07425399028452463, 0.0652324774462179]",first,TA,2.814557523842761
XRPUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.13532269257460097, 0.11866759195003469, 0.09993060374739764, 0.11103400416377515, 0.09854267869535045, 0.10270645385149202, 0.08258154059680778, 0.07702984038861901, 0.09715475364330327, 0.07702984038861901]",second,TA,3.299887004467082
XRPUSDT,2024-01-13-00:00,2024-01-14-00:00,"[0.2886884108258154, 0.16099930603747398, 0.10825815405968078, 0.10895211658570438, 0.08952116585704371, 0.08049965301873699, 0.06662040249826509, 0.05690492713393477, 0.0395558639833449]",first,TA,2.921628232961362
XRPUSDT,2024-01-13-00:00,2024-01-14-00:00,"[0.11034004163775156, 0.12283136710617627, 0.09715475364330327, 0.10201249132546843, 0.10756419153365718, 0.10270645385149202, 0.09784871616932686, 0.08605135322692574, 0.08743927827897294, 0.08605135322692574]",second,TA,3.312966274391334
XRPUSDT,2024-01-14-00:00,2024-01-15-00:00,"[0.2643997224149896, 0.17973629424011103, 0.15058986814712005, 0.1179736294240111, 0.08882720333102012, 0.06662040249826509, 0.05065926439972242, 0.04371963913948647, 0.03747397640527411]",first,TA,2.8911112789572395
XRPUSDT,2024-01-14-00:00,2024-01-15-00:00,"[0.11727966689798751, 0.11866759195003469, 0.09437890353920889, 0.0916030534351145, 0.10617626648161, 0.09784871616932686, 0.08743927827897294, 0.08813324080499653, 0.09715475364330327, 0.10131852879944483]",second,TA,3.3141400545171638
XRPUSDT,2024-01-15-00:00,2024-01-16-00:00,"[0.3025676613462873, 0.1339347675225538, 0.09299097848716169, 0.0916030534351145, 0.08466342817487855, 0.0916030534351145, 0.07147814018043026, 0.0659264399722415, 0.0652324774462179]",first,TA,2.949915191195474
XRPUSDT,2024-01-15-00:00,2024-01-16-00:00,"[0.12421929215822346, 0.11311589174184594, 0.10756419153365718, 0.11380985426786953, 0.09437890353920889, 0.09923664122137404, 0.08466342817487855, 0.08952116585704371, 0.08743927827897294, 0.08605135322692574]",second,TA,3.309581923161958
XRPUSDT,2024-01-16-00:00,2024-01-17-00:00,"[0.2588480222068008, 0.12352532963219987, 0.11242192921582235, 0.12907702984038863, 0.11866759195003469, 0.07633587786259542, 0.06870229007633588, 0.05829285218598196, 0.05412907702984039]",first,TA,2.9935518099690714
XRPUSDT,2024-01-16-00:00,2024-01-17-00:00,"[0.15197779319916724, 0.12213740458015267, 0.1054823039555864, 0.10201249132546843, 0.09576682859125607, 0.08466342817487855, 0.09090909090909091, 0.08882720333102012, 0.0784177654406662, 0.0798056904927134]",second,TA,3.2913338223272963
XRPUSDT,2024-01-17-00:00,2024-01-18-00:00,"[0.28452463566967384, 0.1311589174184594, 0.12630117973629423, 0.10825815405968078, 0.08674531575294935, 0.08049965301873699, 0.07217210270645386, 0.056210964607911175, 0.05412907702984039]",first,TA,2.9580344850999163
XRPUSDT,2024-01-17-00:00,2024-01-18-00:00,"[0.12144344205412907, 0.1054823039555864, 0.10825815405968078, 0.10964607911172797, 0.1054823039555864, 0.10895211658570438, 0.0916030534351145, 0.08813324080499653, 0.0777238029146426, 0.08327550312283137]",second,TA,3.3091064783934567
