Symbol,전체 기간,Digit Type,Mean,Std Dev
BTCUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.0296114947513883,0.0146076934555091
BTCUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.0071577399296695,0.0018653978036644
ETHUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.0160773255147543,0.0064993767133276
ETHUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.006475276170555,0.0017019720927077
SOLUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.013478164754824,0.0059534260607697
SOLUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.0064340316431271,0.0016219768142661
DOGEUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.0098824219397728,0.0045341083753812
DOGEUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.0063583713918357,0.0015616616699917
ADAUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.012282032933361,0.0051983205387438
ADAUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.0063516818289988,0.001560986783391
ATOMUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.009453910861308,0.0041846895827926
ATOMUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.0063604835074743,0.0017170317201601
LINKUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.0102572412096387,0.0041912666818408
LINKUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.0063611476506502,0.0015728873846393
XRPUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.0176816886298674,0.0080353866292772
XRPUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.0066719057626453,0.0017318556431134
DOTUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,First,0.0118042718841984,0.0054924465229195
DOTUSDT,2022-01-01-00:00 ~ 2023-01-01-00:00,Second,0.0064070296205503,0.0016895834892843
