Symbol,전체 기간,Digit Type,Mean,Std Dev
KRW-BTC,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0173211179132541,0.0078186586222435
KRW-BTC,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0062239303630841,0.0015688638556703
KRW-ETH,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.010684067679542,0.0039294536218852
KRW-ETH,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0059466959609318,0.0015021948224611
KRW-DOT,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0081579740181774,0.0030270837955096
KRW-DOT,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0062842311838791,0.0015576769455348
KRW-LINK,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0079944251864355,0.0031437256374633
KRW-LINK,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0062650189281814,0.0018159584697548
KRW-ADA,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0067924786680418,0.0020854034979559
KRW-ADA,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0061694596826505,0.0014943852921855
KRW-MANA,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0077200721489138,0.0025545220076699
KRW-MANA,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0070660225214048,0.0025650872254666
KRW-XRP,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0095616312928919,0.0038115944978825
KRW-XRP,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.006040852945646,0.001614050962281
KRW-AAVE,2021-10-29-00:00 ~ 2021-12-31-00:00,First,0.0093648092454105,0.0035257360791736
KRW-AAVE,2021-10-29-00:00 ~ 2021-12-31-00:00,Second,0.0134578563101813,0.0058804621906955
KRW-XLM,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.007307971102824,0.0026371031409247
KRW-XLM,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0064148839411777,0.0017396119412622
KRW-DOGE,2021-02-26-00:00 ~ 2021-12-31-00:00,First,0.0086799246297443,0.0033001743959999
KRW-DOGE,2021-02-26-00:00 ~ 2021-12-31-00:00,Second,0.0059997821472736,0.0014759581910484
KRW-ATOM,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0074995100670568,0.0025809616848338
KRW-ATOM,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.007617647819744,0.0025190218103746
KRW-SXP,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0081638921407328,0.0028125167436886
KRW-SXP,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0078757737156809,0.003110824447037
KRW-XTZ,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0082422795897542,0.0028079794572102
KRW-XTZ,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0074327359996688,0.0027782582986955
KRW-NEAR,2021-12-17-00:00 ~ 2021-12-31-00:00,First,0.0095813880332351,0.0042962235730811
KRW-NEAR,2021-12-17-00:00 ~ 2021-12-31-00:00,Second,0.0063167573460506,0.0011572830132725
KRW-BCH,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0081693499049741,0.0032686575500924
KRW-BCH,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0070110359363568,0.0024173429171035
KRW-EOS,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0083541387599072,0.003429718196282
KRW-EOS,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0061000254536436,0.001652482832898
KRW-TRX,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0079959389869262,0.0024505053032875
KRW-TRX,2021-01-02-00:00 ~ 2021-12-31-00:00,Second,0.0066233151193781,0.0018547676427823
KRW-BAT,2021-01-02-00:00 ~ 2021-12-31-00:00,First,0.0088570867013278,0.0032823387320431
