Symbol,전체 기간,Digit Type,Mean,Std Dev
BTCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0347678448576347,0.0106576900706042
BTCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0075739120261778,0.0021443053803835
ETHUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0285779413010204,0.0094208996820369
ETHUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0069804724726353,0.0018711572110021
SOLUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0150629845417411,0.0082358313040394
SOLUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.006475029121953,0.0016025498175622
AVAXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0130458094514979,0.0070759512069072
AVAXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.006504693111647,0.0017013165957253
DOTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0184364945551594,0.0067907721269677
DOTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065386048976076,0.001685902308883
SHIBUSDT,2021-05-10-00:00 ~ 2022-01-01-00:00,First,0.0171981865230074,0.0097254499270235
SHIBUSDT,2021-05-10-00:00 ~ 2022-01-01-00:00,Second,0.0065571162616915,0.0019058555920968
LINKUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0172312009642926,0.0062392828988358
LINKUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0066447034411009,0.0016151113494922
ALGOUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0127061097776589,0.005871423438305
ALGOUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0064401911423172,0.001501849693986
ADAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.022294243718314,0.008959894548982
ADAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0067807923345229,0.0017900389263859
MANAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0103812342493277,0.006690398683182
MANAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0064723553139961,0.0016057561966563
XRPUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0248830921966611,0.0103353418839841
XRPUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0069391353114431,0.0018824863915229
AAVEUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.008937685053384,0.0040327066675023
AAVEUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.006393681407135,0.0016512907644395
XLMUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0147862415975577,0.0075961642152367
XLMUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065255889043413,0.0016601369791895
DOGEUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0176813024359613,0.0087082080382477
DOGEUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0064356609983325,0.0016970485319695
ATOMUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0108780169786435,0.0044948943916046
ATOMUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0064953181932538,0.0016589449596645
SXPUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0148017086715562,0.0077733166277119
SXPUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065730955123104,0.0016901874048589
XTZUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.008807519414972,0.004160703875541
XTZUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0063246922779184,0.0016400529595988
NEARUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0088396660400655,0.0037781925606201
NEARUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065933288198146,0.0015841750970712
BCHUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0101152498442216,0.004630035523922
BCHUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0063067065576277,0.0017129584468646
EOSUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0149089987921949,0.0072961698706224
EOSUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065630007900885,0.0016793004967512
GRTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0108274292246466,0.0042732376660432
GRTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0064692525589625,0.0016102923573852
TRXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0206865412153996,0.0105826003512825
TRXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0066524059472042,0.0017272087396213
BATUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0078638031052667,0.0030589917002082
BATUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0062412034928704,0.0016002229038338
AXSUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0101314337622083,0.0054446704647786
AXSUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0066475897770647,0.0018189173333998
VETUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.016555516229658,0.0082042063871486
VETUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0064442579164,0.0015913238597554
ANKRUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0083973174840794,0.003607159579926
ANKRUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.006610887549548,0.0017438966086605
1INCHUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0091522705794519,0.0036898369302386
1INCHUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0064371192310716,0.0016377692956255
IOSTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0078270851190765,0.0029865151297041
IOSTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0063620803862122,0.0016189889688789
SANDUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0109517042018352,0.0073449233429697
SANDUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065328334531473,0.001711714433917
ETCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0107988645168456,0.0059356074984753
ETCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0062227397324086,0.00155914407778
QTUMUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0090417232005771,0.0041772875337578
QTUMUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.00654653864439,0.0016629118748229
HBARUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.008885858557538,0.0040156894658774
HBARUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065167974173573,0.0015315919178704
ZRXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0075784283243993,0.0025621545505099
ZRXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0067540933726857,0.0017844268459506
ENSUSDT,2021-11-10-00:00 ~ 2022-01-01-00:00,First,0.0070081214542677,0.001923345727085
ENSUSDT,2021-11-10-00:00 ~ 2022-01-01-00:00,Second,0.0062904455542816,0.0015578764215596
CHZUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0153339931021841,0.0087789329025921
CHZUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0066593070630327,0.0017628234066805
STORJUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0075783386661977,0.0029009749433465
STORJUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0069074769219723,0.0022672234141118
CELOUSDT,2021-01-05-00:00 ~ 2022-01-01-00:00,First,0.008105632052137,0.0029354745746213
CELOUSDT,2021-01-05-00:00 ~ 2022-01-01-00:00,Second,0.0078608477829955,0.0031647131513796
NEOUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0091062776302118,0.0040078211196924
NEOUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065517292842625,0.0015729205350568
TFUELUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0070651944454619,0.0025217725605995
TFUELUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0067212736892893,0.001859374428499
KAVAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0265131543470302,0.0250823055719582
KAVAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0070164068250644,0.0020884800678923
ZILUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0095736178724585,0.0040496670340693
ZILUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.006401775155451,0.0015990181303443
STXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0077664085213918,0.0034012252794739
STXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.007288948134909,0.0021065081384262
KNCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0075285854634583,0.0025833790839489
KNCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0072273597127331,0.002366496877559
FLOWUSDT,2021-07-30-00:00 ~ 2022-01-01-00:00,First,0.0095282275019604,0.0067681334845767
FLOWUSDT,2021-07-30-00:00 ~ 2022-01-01-00:00,Second,0.0082782717962911,0.0029025824677942
CVCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0075751815576816,0.002572125916025
CVCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0066796802498145,0.0017359587102204
THETAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0138110953280496,0.006157968620106
THETAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0063730720815135,0.0016209657322457
SCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0088543769232982,0.0039850914772477
SCUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0065705109524999,0.001813959366331
MASKUSDT,2021-05-25-00:00 ~ 2022-01-01-00:00,First,0.0078802115453402,0.0038567034635502
MASKUSDT,2021-05-25-00:00 ~ 2022-01-01-00:00,Second,0.0077428262324115,0.0034301026936544
LSKUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0083091964844383,0.0029261610584729
LSKUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0083487452700013,0.0027965921359345
HIVEUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0081833841049619,0.0031031102033251
HIVEUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0085031833622884,0.0030811693760578
MINAUSDT,2021-08-10-00:00 ~ 2022-01-01-00:00,First,0.007859054717152,0.0029997062928704
MINAUSDT,2021-08-10-00:00 ~ 2022-01-01-00:00,Second,0.00624605750343,0.0016627811584236
STPTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0103436117406208,0.0043594610969858
STPTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0107160931096813,0.0046065287743374
JSTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0151658585356545,0.0100102502944501
JSTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0084796243526394,0.0039176733376129
ELFUSDT,2021-09-08-00:00 ~ 2022-01-01-00:00,First,0.0100437940238283,0.003814248022191
ELFUSDT,2021-09-08-00:00 ~ 2022-01-01-00:00,Second,0.0124760938545952,0.0045369236271487
ONTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0120389012355234,0.0060658518506353
ONTUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.006341202678496,0.0016129765127609
STRAXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.0092894151797794,0.0055487846144253
STRAXUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0099659494006382,0.0031945840680005
POWRUSDT,2021-11-17-00:00 ~ 2022-01-01-00:00,First,0.0093524040436375,0.0037436845366568
POWRUSDT,2021-11-17-00:00 ~ 2022-01-01-00:00,Second,0.0105485530537022,0.0039875729304391
PUNDIXUSDT,2021-04-09-00:00 ~ 2022-01-01-00:00,First,0.0085370628417972,0.0036577717996773
PUNDIXUSDT,2021-04-09-00:00 ~ 2022-01-01-00:00,Second,0.0080548272397338,0.0026190074810917
XECUSDT,2021-09-03-00:00 ~ 2022-01-01-00:00,First,0.0116738451456215,0.0047099612777765
XECUSDT,2021-09-03-00:00 ~ 2022-01-01-00:00,Second,0.0064699341157758,0.0015677021179303
IOTAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.007730843655721491,0.0029659219533330733
IOTAUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.0062687352403806565,0.0015833560891013406
ONGUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,First,0.009661210070555197,0.004709561523769866
ONGUSDT,2021-01-01-00:00 ~ 2022-01-01-00:00,Second,0.009044961816441925,0.0032825227093441385
