Symbol,전체 기간,Type,Mean,Std
BTCUSDT,전체 기간,first,0.013509019655556622,0.005506513011891675
BTCUSDT,전체 기간,second,0.006391831445171223,0.0016297791251902163
ETHUSDT,전체 기간,first,0.015432643206904895,0.006034022225774201
ETHUSDT,전체 기간,second,0.006227098393700793,0.0016986957776471494
XRPUSDT,전체 기간,first,0.012673440576467451,0.0076728645621193204
XRPUSDT,전체 기간,second,0.006526639964102807,0.0015409689100622606
DOGEUSDT,전체 기간,first,0.011050844657390183,0.006191573081338739
DOGEUSDT,전체 기간,second,0.006548623215343335,0.001757285709213186
